Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
ELECTRICITY,ARC,ELECArc,ELEC,"A longer movement of electricity, think Jacob's ladder, or a power station switching arc when decoupled.","jacob's ladder, tesla coil, ark, arch, power station, electrocute",电流,电弧,天梯、磁暴线圈、方舟、拱门、电站、触电
ELECTRICITY,BUZZ & HUM,ELECBuzz,ELEC,"Ground hum, buzzes, steady electrical hums, guitar pickup hum, amp hum. Any steady electric hum or buzz.","ground hum, amp hum, amp buzz, speaker hum, speaker buzz, hum, buzz, induction hum",电流,电流噪声,地面嗡嗡声、放大器嗡嗡声、扬声器嗡嗡声、嗡嗡声、感应嗡嗡声、 嗡嗡
ELECTRICITY,ELECTROMAGNETIC,ELECEmf,ELEC,Electromagnetic field recordings specifically.,"emf, coil, pickup, induction",电流,电磁,电抗器、线圈、传染器、感应器
ELECTRICITY,MISC,ELECMisc,ELEC,Electric sounds not fitting another category in this list.,miscellaneous,电流,其他,各种各样的
ELECTRICITY,SPARKS,ELECSprk,ELEC,"Think sparklers, or a downed power line emitting sparks, welding... A singular spark would probably be a ZAP.","sparkler, weld, sputter, shorting",电流,电火花,火花、焊接、溅射、短路
ELECTRICITY,ZAP,ELECZap,ELEC,"A short, shocking fast percussive electrical sound. Or a repetition of short fast sounds. A taser is a series of ZAPS.","discharge, tase, taser, electrocute",电流,漏电,放电、 泰瑟枪、 电击枪、 电击、触电
EQUIPMENT,BRIDLE & TACK,EQUIPBridle,EQUIP,"Equipment for animals use. Horse bridle, reigns, leashes, harnesses, dog leashes, saddle straps.","bridle, reigns, leash, harness, dog leash, saddle strap",器具,挽具,缰绳、统治、皮带、马具、狗带、马鞍带
EQUIPMENT,HITECH,EQUIPTech,EQUIP,"Hi-Tech gear, things like spacesuits, complex suits with lots of gizmos or complex parts.","space suit, utility belt",器具,高科技,宇航服、科技服装
EQUIPMENT,MISC,EQUIPMisc,EQUIP,Equipment sounds not fitting another category in this list. See also TOOLS and OBJECT categories.,miscellaneous,器具,其他,各种各样的
EQUIPMENT,RECREATIONAL,EQUIPRec,EQUIP,"Recreational gear, like backpacks, hiking gear, rock climbing harnesses, camping tents. Specifically outdoor recreation. See also OBJECTS-GYM.","backpack, hike, hiking, mountaineering, climb, rock climb, camp, tent",器具,户外装备,背包、远足、登山、攀岩、营地、帐篷
EQUIPMENT,SPORT,EQUIPSprt,EQUIP,"Gear worn while playing sports, American football shoulder pads, hockey gear, etc.","shoulder pad, knee pad, shin pad, jock strap",器具,运动装备,护肩、护膝、护胫、护腿带
EQUIPMENT,TACTICAL,EQUIPTact,EQUIP,"Military and police belts, bandoliers, ammo belts. Military gear, troop gear.","belt, tactical, duty belt, ammo belt, police, military, bandoleer",器具,军事装备,腰带、 军警带、 执勤腰带、 弹药腰带、 子弹带
EXPLOSIONS,DESIGNED,EXPLDsgn,EXPL,Designed or stylized explosions and sweeteners. Hyperreal explosions.,"shockwave, sweetener, echo",爆炸,声音设计,冲击波、爆炸、 铺垫
EXPLOSIONS,MISC,EXPLMisc,EXPL,Explosion sounds not fitting another category in this list.,detonation,爆炸,其他,爆炸、 引爆
EXPLOSIONS,REAL,EXPLReal,EXPL,"Real explosion recordings, realistic explosions, not overly stylized. (FIREWORKS has its own category)","bang, implosion, crack, pop",爆炸,真实的,砰、爆炸实录、爆裂、 炸弹
FARTS,DESIGNED,FARTDsgn,FART,"Fake or designed farts, whoopie cushion, flarp, mouth farts.","putty, razzberry, raspberry, whoopie cushion, flarp, armpit, fartbag, balloon",放屁,声音设计,呸声、嘘声、软坐垫、襟翼、腋窝、放屁袋、气球
FARTS,MISC,FARTMisc,FART,Fart sounds not fitting another category in this list.,animal fart,放屁,其他,动物屁、 动物放屁
FARTS,REAL,FARTReal,FART,Real recordings of farts.,"human fart, flatulence, poot, toot",放屁,真实的,人类放屁、胀气、扑哧、嘟嘟、 人类屁
FIGHT,BODYFALL,FGHTBf,FGHT,"Bodyfalls, but probably also body scuffles on ground, from simple to complex. On any surface.","bodyfall, body drag, scuffle, body slam, tackle",打斗,跌倒,跌倒、拉扯、混战、身体猛击、擒、 抱
FIGHT,CLOTH,FGHTClth,FGHT,"Active or big scuffling cloth, big fight cloth movement.","combat cloth, grab, snatch, cloth impact, cloth hit",打斗,衣服,衣服摩擦、抓、抢、撞击衣物、抖衣料
FIGHT,GRAB,FGHTGrab,FGHT,"Big arm grabs, hand or arm blocks as well as they're similar sounds, grappling during wrestling or martial arts.","combat, grab, grapple, wrestle, judo",打斗,抓握,格斗、抢夺、格斗、摔跤、柔道
FIGHT,IMPACT,FGHTImpt,FGHT,"Fight impacts, blocks, kicks and punches. BODYFALLS has its own subcategory here, as do GRABS.","punch, kick, body blow, slap, smack, brawl, shove, sock, uppercut, jab",打斗,击打,拳、踢、身体打击、巴掌、打、斗殴、推、重击、勾拳、刺拳
FIGHT,MISC,FGHTMisc,FGHT,Fight sounds not fitting another category in this list.,miscellaneous,打斗,其他,各种各样的
FIRE,BURNING,FIREBurn,FIRE,"Covers normal fire burning, mostly roars, not isolate fire crackle, which have their own category. See also new FIRE-TURBULENT category.","bonfire, campfire, brush fire, structure fire, blaze, inferno, combustion, tinder, pyre",火,燃烧,篝火、营火、灌丛火、建筑火灾、烈火、烈焰、燃烧、火种、柴堆
FIRE,BURST,FIREBrst,FIRE,"A sharp and loud release of fire, covers fire bursts, big flare ups. Think a backdraft explosion of fire. A flamethrower. Usually a single event.","backdraft, dragon fire, engulf",火,爆燃,回燃、火焰喷射器、龙火、吞噬
FIRE,CRACKLE,FIRECrkl,FIRE,"Specifically crackly fire elements, isolated crackle, or a very crackly fire, good for layering to other fire.","pop, spit, snap, sparkle",火,爆裂,巨大爆炸声、呼噜、啪、火花
FIRE,GAS,FIREGas,FIRE,Gas burners as you'd find in a kitchen stove or gas grill. That sort of hissy or airy fire burn. Crematoriums and furnaces.,"gas grill, bunsen burner, furnace, camping stove, kitchen stove, crematorium, gas range",火,气体,燃气烤架、燃烧炉、熔炉、野营炉、厨房炉灶、火葬场、燃气灶
FIRE,IGNITE,FIREIgn,FIRE,"Fire ignites, including matches, lighters. That initial spark of ignition of a fire.","match, lighter, zippo, enflame, erupt, flame up, inflame",火,点火,火柴、打火机、芝宝牌打火机、燃烧、复燃、着火
FIRE,MISC,FIREMisc,FIRE,Fire sounds not fitting another category in this list.,miscellaneous,火,杂项,各种各样的
FIRE,SIZZLE,FIRESizz,FIRE,"Glowing red pokers, fuses, coal embers when extinguished, sauna rocks when water is poured on them. Glowing red hot.","fire poker, fuse, fuse burn",火,滋滋声,保险丝、 保险丝燃烧
FIRE,TORCH,FIRETrch,FIRE,"Constant torches and torch movement, that phasey fire sound as a torch is moved around.","flare, fuse, torch, firebrand, flaming stick, cresset",火,火炬,火光、导火索、火炬、火把、燃烧棍、篝火灯
FIRE,TURBULENT,FIRETurb,FIRE,"Wildly whooshing turbulent violent fire. Larger than just burning, think fire tornado. Extreme moving fire.","fire swirl, violent fire, flame thrower, fire tornado, engulf, backdraft",火,汹涌火势,火焰漩涡、猛烈的火焰、火焰喷射器、火焰龙卷风、吞噬、回流
FIRE,WHOOSH,FIREWhsh,FIRE,Big whooshy fire events like a fireball through the air.,"fireball, blaze, molotov, flare, backdraft",火,呼呼声,火球、火焰、燃烧弹、旺火、复燃
FIREWORKS,COMMERCIAL,FRWKComr,FRWK,"Large commercial fireworks, mortars, as on the 4th of July. Full displays or single large mortars.","mortar, firework, pyrotechnics, kaboom, shell, fireworks display",烟花,商业表演,迫击炮、烟花、烟火、大爆炸、炮弹、烟花汇演
FIREWORKS,MISC,FRWKMisc,FRWK,Firework sounds not fitting another category in this list.,miscellaneous,烟花,其他,各种各样的
FIREWORKS,RECREATIONAL,FRWKRec,FRWK,"Small store-bought, recreational fireworks, firecrackers and roman candles and bottle rockets.","firecracker, m80, sparkler, bottle rocket, smoke bomb, jumping jack, roman candle, popper, cherry bomb",烟花,自娱,鞭炮、m80、烟火、瓶火箭、烟雾弹、幻影烟花、罗马蜡烛、波普尔、樱桃炸弹
FOLEY,CLOTH,FOLYClth,FOLY,Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.,"rustle, movement, mvmt, zuzz",拟音,布料/衣服,沙沙声、运动、嘶嘶声
FOLEY,FEET,FOLYFeet,FOLY,Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.,"foot, shoe, footstep, surface",拟音,脚步,脚、鞋、脚步、表地面
FOLEY,HANDS,FOLYHand,FOLY,Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.,"pat, grab, handle, set",拟音,手,轻拍、抓住、握、套
FOLEY,MISC,FOLYMisc,FOLY,Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.,miscellaneous,拟音,其他,各种各样的
FOLEY,PROP,FOLYProp,FOLY,Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.,"prop, props",拟音,道具,道具
FOOD & DRINK,COOKING,FOODCook,FOOD,"Things overtly related to cooking, baking, preparation, chopping.","chopping, slicing, dicing, mixing, blending, whisking, saute, fry, boil, grill, sizzle, steam, stew, stir, saute",食物/饮料,烹饪,切碎、切片、切丁、混合、调和、搅拌、炒、煮、烤、蒸、炖、搅拌、炒
FOOD & DRINK,DRINKING,FOODDrnk,FOOD,"Specifically drinking, would also cover animals drinking, dogs lapping water, a horse drinking.","sip, slurp, drink, swallow, gulp, beverage, swig, chug, glug",食物/饮料,喝,啜饮、 小口喝、饮、 啧水、吞咽、喝饮料、痛饮、大口喝
FOOD & DRINK,EATING,FOODEat,FOOD,"Specifically eating, would also cover animals eating, a dog eating or a horse eating. Swallowing, chewing.","eat, crunch, chew, swallow, munch, chomp, bite, ingest, consume, feast, feed",食物/饮料,吃东西,吃、嚼、咀嚼、吞下、用力咀嚼、咬、摄取、消耗、盛宴、进食
FOOD & DRINK,GLASSWARE,FOODGware,FOOD,"Glass and bottle movement, specifically at a restaurant or bar. Isolated glassware recordings.","bottle, glass, cup, jug, carafe, can",食物/饮料,玻璃器皿,瓶子、玻璃杯、杯子、水壶、玻璃水瓶、罐子
FOOD & DRINK,INGREDIENTS,FOODIngr,FOOD,"Nuts, seeds, grains, things like that. Raw food recordings often used for other design purposes, vegetable recordings. See also GORE-SOURCE.","nut, seed, grain, vegetable, fruit, canned food, cereal, meat, oats, maize",食物/饮料,食材,坚果、种子、谷物、蔬菜、水果、罐头食品、谷物、肉类、燕麦、玉米
FOOD & DRINK,KITCHENWARE,FOODKware,FOOD,"Pots and pans movement, big metal bowls, prep bowls.","pan, pot, stewpan, stockpot, frying pan, saucepan",食物/饮料,厨具,平底锅、锅、炖锅、汤锅、煎锅、平底锅
FOOD & DRINK,MISC,FOODMisc,FOOD,Food and Drink sounds not fitting another category in this list.,miscellaneous,食物/饮料,其他,各种各样的
FOOD & DRINK,POUR,FOODPour,FOOD,"Pouring liquid, water, beer, wine, champagne, etc. Some overlap with WATER-POUR, but specifically consumption liquids.","pour, flow, spill, serve",食物/饮料,泼洒,倾倒、流动、溢出、上菜
FOOD & DRINK,TABLEWARE,FOODTware,FOOD,"Silverware and/or plate movement, in a restaurant or dinner at home. GLASSWARE it's own subcategory.","silverware, utensils, glass clink",食物/饮料,餐具,餐具、刀、银器、叉、杯、盘、筷
FOOTSTEPS,ANIMAL,FEETAnml,FEET,"Individual animal footsteps, dog, elephant. Group animals like a herd or stampede to MOVEMENT-ANIMALS. See also FOOTSTEPS-HORSE,","walk, run, sprint",脚步,动物,走、跑、冲刺
FOOTSTEPS,CREATURE,FEETCrea,FEET,"Monster feet, Put dinosaur feet in here too, but also for small fantasy creatures.","dinosaur, creature, beast, dragon, mythical",脚步,怪物,恐龙、生物、野兽、龙、神话
FOOTSTEPS,HORSE,FEETHors,FEET,"All manner of horse feet, from single to running.","walk, trot, gallop, hoof, hooves, canter",脚步,马,步行、小跑、疾驰、蹄、踢、慢跑
FOOTSTEPS,HUMAN,FEETHmn,FEET,"Human feet, any surface, barefoot, shoes, it all goes here.","walk, run, foot, jog, sprint, jump, skip, hobble, hike, stride, footstep, feet, step, climb",脚步,人类,走、跑、脚、慢跑、冲刺、跳跃、跳过、蹒跚、远足、大步、脚步、脚、步、爬
FOOTSTEPS,MISC,FEETMisc,FEET,Footstep sounds not fitting another category in this list.,miscellaneous,脚步,其他,各种各样的
GAMES,ARCADE,GAMEArcd,GAME,"Not for arcade ambience, which would go under AMBIENCE-AMUSMENT, but for specific Pinball machines, upright video games, games of skill like Skeeball.","pinball, whack-a-mole, skeeball, claw machine",游戏,街机游戏,弹球、 打地鼠、 斯基球街机游戏、 爪机
GAMES,BOARD,GAMEBoard,GAME,"Board games with pieces, think Monopoly, Risk, chess, checkers.","chess, checkers, go, backgammon",游戏,桌游,国际象棋、跳棋、围棋、西洋双陆棋
GAMES,CASINO,GAMECas,GAME,"Casino slot machines, Keno machines, roulette, craps.","roulette, slot machine, craps, moneywheel, keno, poker machine",游戏,赌场,轮盘赌、老虎机、骰子、钱轮、基诺、扑克机
GAMES,MISC,GAMEMisc,GAME,Game sounds not fitting another category in this list. Cards would go here. Jenga.,"poker, card, jenga, dice, knucklebone,",游戏,杂项,扑克、 卡片、 jenga、 骰子、 knucklebone
GAMES,VIDEO,GAMEVideo,GAME,"Console video games from Atari to PS5, designed fake video games for consoles like Playstation.","atari, ps4, xbox one, xbox 360, amstrad, famicom, snes, gameboy, nintendo 64, playstation, megadrive, psp",游戏,单机,atari、 ps4、 xbox 1、 xbox 360、 amstrad、 famicom、 snes、 gameboy、 任天堂64、 playstation、 世嘉游戏机、 psp
GEOTHERMAL,FUMAROLE,GEOFuma,GEO,"Geothermal steam vent. A hole, crack or fizzure releasing gases.","steam vent, geothermal, fumarole",地热,热浆,蒸汽喷口、 地热、 喷气孔
GEOTHERMAL,GEYSER,GEOGeyser,GEO,"Geysers and eruptions, as you'd find in Yellowstone.","spout, spray, bubble, boil",地热,间歇泉,喷、泡、煮
GEOTHERMAL,LAVA,GEOLava,GEO,"Lava flows, crackles, could be some overlap with FIRE, but overtly lava sounding things go here.","lava, flow, crackle, viscous, flare, rumble, volcano",地热,岩浆,熔岩、流动、裂纹、粘稠、燃烧、隆隆声、火山
GEOTHERMAL,MISC,GEOMisc,GEO,Geothermal sounds not fitting another category in this list.,bubbling hot pool,地热,其他,冒泡
GEOTHERMAL,MUD POTS,GEOMudpot,GEO,"Mudpots and paint pots, popping liquidy mud sounds.","mudpot, paint pot, tar pit, mud, bubble, glop",地热,泥浆,泥罐、油漆罐、焦油坑、泥、泡沫、 气泡、糊状
GLASS,BREAK,GLASBrk,GLAS,"Glass singular breaks, so a bottle smash, or a window shatter.","glass break, smash, shatter",玻璃,打破,玻璃破碎、压碎、粉碎
GLASS,CRASH & DEBRIS,GLASCrsh,GLAS,"Glass crashes and debris, so multiple items crashing, and isolated glass shards and debris.","shard, fragment, crash, debris",玻璃,碎片,碎片、碎裂、残骸
GLASS,FRICTION,GLASFric,GLAS,"Glass friction, such as a scrape or squeak. Could be some overlap with GLASS-TONAL.","stress, scrape, creak, squeak, screech",玻璃,挤压,挤碎、刮擦、嘎吱声、 尖锐
GLASS,HANDLE,GLASHndl,GLAS,"Glass objects being handled, grabbing a bottle or glass. Some overlap with GLASS-MOVEMENT.","handle, grab, set, pickup, set down, toss, catch",玻璃,抓取,触碰、抓握、放置、拾取、放下、投掷、接住
